movie,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
39416,,,,,,,,,,,,,,,,,,,,,
44731,,,,,,,,,,,,,,,,,,,,,
51086,,,,,,,,,,,,,,,,,,,,,
54281,,,,,,,,,,,,,,,,,,,,,
59306,,,,,,,,,,,,,,,,,,,,,
132,,,,,,,,,,,,,,,,,,,,,
257,,,,,,,,,,,,,,,,,,,,,
378,,,,,,,,,,,,,,,,,,,,,
489,,,,,,,,,,,,,,,,,,,,,
542,,,,,,,,,,,,,,,,,,,,,
932,,,,,,,,,,,,,,,,,,,,,
1460,,,,,,,,,,,,,,,,,,,,,
1593,,,,,,,,,,,,,,,,,,,,,
1658,,,,,,,,,,,,,,,,,,,,,
1688,,,,,,,,,,,,,,,,,,,,,
1804,,,,,,,,,,,,,,,,,,,,,
1863,,,,,,,,,,,,,,,,,,,,,
2330,,,,,,,,,,,,,,,,,,,,,
2558,,,,,,,,,,,,,,,,,,,,,
2563,,,,,,,,,,,,,,,,,,,,,
3270,,,,,,,,,,,,,,,,,,,,,
3835,,,,,,,,,,,,,,,,,,,,,
4130,,,,,,,,,,,,,,,,,,,,,
4219,,,,,,,,,,,,,,,,,,,,,
4221,,,,,,,,,,,,,,,,,,,,,
4304,,,,,,,,,,,,,,,,,,,,,
4357,,,,,,,,,,,,,,,,,,,,,
4545,,,,,,,,,,,,,,,,,,,,,
4600,,,,,,,,,,,,,,,,,,,,,
4677,,,,,,,,,,,,,,,,,,,,,
4757,,,,,,,,,,,,,,,,,,,,,
5255,,,,,,,,,,,,,,,,,,,,,
5438,,,,,,,,,,,,,,,,,,,,,
5505,,,,,,,,,,,,,,,,,,,,,
5829,,,,,,,,,,,,,,,,,,,,,
6183,,,,,,,,,,,,,,,,,,,,,
6375,,,,,,,,,,,,,,,,,,,,,
6480,,,,,,,,,,,,,,,,,,,,,
6638,,,,,,,,,,,,,,,,,,,,,
6744,,,,,,,,,,,,,,,,,,,,,
6850,,,,,,,,,,,,,,,,,,,,,
6974,,,,,,,,,,,,,,,,,,,,,
7101,,,,,,,,,,,,,,,,,,,,,
7255,,,,,,,,,,,,,,,,,,,,,
8709,,,,,,,,,,,,,,,,,,,,,
2719,,,,,,,,,,,,,,,,,,,,,
43396,,,,,,,,,,,,,,,,,,,,,
47148,,,,,,,,,,,,,,,,,,,,,
50685,,,,,,,,,,,,,,,,,,,,,
89804,,,,,,,,,,,,,,,,,,,,,
1683,,,,,,,,,,,,,,,,,,,,,
2349,,,,,,,,,,,,,,,,,,,,,
2613,,,,,,,,,,,,,,,,,,,,,
3200,,,,,,,,,,,,,,,,,,,,,
3615,,,,,,,,,,,,,,,,,,,,,
3725,,,,,,,,,,,,,,,,,,,,,
3732,,,,,,,,,,,,,,,,,,,,,
3738,,,,,,,,,,,,,,,,,,,,,
3760,,,,,,,,,,,,,,,,,,,,,
3769,,,,,,,,,,,,,,,,,,,,,
3789,,,,,,,,,,,,,,,,,,,,,
3806,,,,,,,,,,,,,,,,,,,,,
3810,,,,,,,,,,,,,,,,,,,,,
3816,,,,,,,,,,,,,,,,,,,,,
443,,,,,,,,,,,,,,,,,,,,,
870,,,,,,,,,,,,,,,,,,,,,
881,,,,,,,,,,,,,,,,,,,,,
943,,,,,,,,,,,,,,,,,,,,,
1063,,,,,,,,,,,,,,,,,,,,,
1112,,,,,,,,,,,,,,,,,,,,,
1317,,,,,,,,,,,,,,,,,,,,,
1379,,,,,,,,,,,,,,,,,,,,,
1429,,,,,,,,,,,,,,,,,,,,,
1518,,,,,,,,,,,,,,,,,,,,,
1564,,,,,,,,,,,,,,,,,,,,,
1606,,,,,,,,,,,,,,,,,,,,,
1613,,,,,,,,,,,,,,,,,,,,,
1646,,,,,,,,,,,,,,,,,,,,,
1678,,,,,,,,,,,,,,,,,,,,,
1702,,,,,,,,,,,,,,,,,,,,,
1713,,,,,,,,,,,,,,,,,,,,,
1824,,,,,,,,,,,,,,,,,,,,,
1833,,,,,,,,,,,,,,,,,,,,,
1848,,,,,,,,,,,,,,,,,,,,,
1852,,,,,,,,,,,,,,,,,,,,,
1866,,,,,,,,,,,,,,,,,,,,,
1885,,,,,,,,,,,,,,,,,,,,,
1894,,,,,,,,,,,,,,,,,,,,,
2053,,,,,,,,,,,,,,,,,,,,,
2071,,,,,,,,,,,,,,,,,,,,,
2101,,,,,,,,,,,,,,,,,,,,,
2104,,,,,,,,,,,,,,,,,,,,,
2306,,,,,,,,,,,,,,,,,,,,,
2337,,,,,,,,,,,,,,,,,,,,,
2365,,,,,,,,,,,,,,,,,,,,,
2373,,,,,,,,,,,,,,,,,,,,,
2375,,,,,,,,,,,,,,,,,,,,,
2425,,,,,,,,,,,,,,,,,,,,,
2440,,,,,,,,,,,,,,,,,,,,,
2498,,,,,,,,,,,,,,,,,,,,,
2587,,,,,,,,,,,,,,,,,,,,,
2590,,,,,,,,,,,,,,,,,,,,,
2660,,,,,,,,,,,,,,,,,,,,,
2828,,,,,,,,,,,,,,,,,,,,,
3099,,,,,,,,,,,,,,,,,,,,,
3194,,,,,,,,,,,,,,,,,,,,,
3330,,,,,,,,,,,,,,,,,,,,,
3379,,,,,,,,,,,,,,,,,,,,,
3388,,,,,,,,,,,,,,,,,,,,,
3414,,,,,,,,,,,,,,,,,,,,,
3457,,,,,,,,,,,,,,,,,,,,,
3490,,,,,,,,,,,,,,,,,,,,,
3563,,,,,,,,,,,,,,,,,,,,,
3654,,,,,,,,,,,,,,,,,,,,,
3889,,,,,,,,,,,,,,,,,,,,,
3895,,,,,,,,,,,,,,,,,,,,,
3926,,,,,,,,,,,,,,,,,,,,,
3928,,,,,,,,,,,,,,,,,,,,,
3929,,,,,,,,,,,,,,,,,,,,,
4106,,,,,,,,,,,,,,,,,,,,,
4139,,,,,,,,,,,,,,,,,,,,,
4179,,,,,,,,,,,,,,,,,,,,,
4186,,,,,,,,,,,,,,,,,,,,,
4195,,,,,,,,,,,,,,,,,,,,,
2416,,,,,,,,,,,,,,,,,,,,,
4220,,,,,,,,,,,,,,,,,,,,,
7616,,,,,,,,,,,,,,,,,,,,,
1976,,,,,,,,,,,,,,,,,,,,,
3857,,,,,,,,,,,,,,,,,,,,,
4492,,,,,,,,,,,,,,,,,,,,,
4493,,,,,,,,,,,,,,,,,,,,,
37475,,,,,,,,,,,,,,,,,,,,,
66659,,,,,,,,,,,,,,,,,,,,,
217,,,,,,,,,,,,,,,,,,,,,
313,,,,,,,,,,,,,,,,,,,,,
516,,,,,,,,,,,,,,,,,,,,,
558,,,,,,,,,,,,,,,,,,,,,
1064,,,,,,,,,,,,,,,,,,,,,
1487,,,,,,,,,,,,,,,,,,,,,
1667,,,,,,,,,,,,,,,,,,,,,
2017,,,,,,,,,,,,,,,,,,,,,
2162,,,,,,,,,,,,,,,,,,,,,
2316,,,,,,,,,,,,,,,,,,,,,
2385,,,,,,,,,,,,,,,,,,,,,
2540,,,,,,,,,,,,,,,,,,,,,
2620,,,,,,,,,,,,,,,,,,,,,
2906,,,,,,,,,,,,,,,,,,,,,
3299,,,,,,,,,,,,,,,,,,,,,
3400,,,,,,,,,,,,,,,,,,,,,
3553,,,,,,,,,,,,,,,,,,,,,
3594,,,,,,,,,,,,,,,,,,,,,
3743,,,,,,,,,,,,,,,,,,,,,
3824,,,,,,,,,,,,,,,,,,,,,
3953,,,,,,,,,,,,,,,,,,,,,
3978,,,,,,,,,,,,,,,,,,,,,
4155,,,,,,,,,,,,,,,,,,,,,
4699,,,,,,,,,,,,,,,,,,,,,
4745,,,,,,,,,,,,,,,,,,,,,
4756,,,,,,,,,,,,,,,,,,,,,
4814,,,,,,,,,,,,,,,,,,,,,
4821,,,,,,,,,,,,,,,,,,,,,
4867,,,,,,,,,,,,,,,,,,,,,
4977,,,,,,,,,,,,,,,,,,,,,
5108,,,,,,,,,,,,,,,,,,,,,
5164,,,,,,,,,,,,,,,,,,,,,
5312,,,,,,,,,,,,,,,,,,,,,
5387,,,,,,,,,,,,,,,,,,,,,
5415,,,,,,,,,,,,,,,,,,,,,
5612,,,,,,,,,,,,,,,,,,,,,
5677,,,,,,,,,,,,,,,,,,,,,
3616,,,,,,,,,,,,,,,,,,,,,
3691,,,,,,,,,,,,,,,,,,,,,
2151,,,,,,,,,,,,,,,,,,,,,
2745,,,,,,,,,,,,,,,,,,,,,
5016,,,,,,,,,,,,,,,,,,,,,
6768,,,,,,,,,,,,,,,,,,,,,
6782,,,,,,,,,,,,,,,,,,,,,
6791,,,,,,,,,,,,,,,,,,,,,
7247,,,,,,,,,,,,,,,,,,,,,
8169,,,,,,,,,,,,,,,,,,,,,
8580,,,,,,,,,,,,,,,,,,,,,
8879,,,,,,,,,,,,,,,,,,,,,
40959,,,,,,,,,,,,,,,,,,,,,
3991,,,,,,,,,,,,,,,,,,,,,
4031,,,,,,,,,,,,,,,,,,,,,
1111,,,,,,,,,,,,,,,,,,,,,
2843,,,,,,,,,,,,,,,,,,,,,
3456,,,,,,,,,,,,,,,,,,,,,
4964,,,,,,,,,,,,,,,,,,,,,
6211,,,,,,,,,,,,,,,,,,,,,
6571,,,,,,,,,,,,,,,,,,,,,
7349,,,,,,,,,,,,,,,,,,,,,
8012,,,,,,,,,,,,,,,,,,,,,
27178,,,,,,,,,,,,,,,,,,,,,
27255,,,,,,,,,,,,,,,,,,,,,
27727,,,,,,,,,,,,,,,,,,,,,
39768,,,,,,,,,,,,,,,,,,,,,
41527,,,,,,,,,,,,,,,,,,,,,
42935,,,,,,,,,,,,,,,,,,,,,
53189,,,,,,,,,,,,,,,,,,,,,
55555,,,,,,,,,,,,,,,,,,,,,
56274,,,,,,,,,,,,,,,,,,,,,
57243,,,,,,,,,,,,,,,,,,,,,
57792,,,,,,,,,,,,,,,,,,,,,
67267,,,,,,,,,,,,,,,,,,,,,
74486,,,,,,,,,,,,,,,,,,,,,
6724,,,,,,,,,,,,,,,,,,,,,
40870,,,,,,,,,,,,,,,,,,,,,
43376,,,,,,,,,,,,,,,,,,,,,
63853,,,,,,,,,,,,,,,,,,,,,
72395,,,,,,,,,,,,,,,,,,,,,
73290,,,,,,,,,,,,,,,,,,,,,
80969,,,,,,,,,,,,,,,,,,,,,
85612,,,,,,,,,,,,,,,,,,,,,
86880,,,,,,,,,,,,,,,,,,,,,
102792,,,,,,,,,,,,,,,,,,,,,
106441,,,,,,,,,,,,,,,,,,,,,
107559,,,,,,,,,,,,,,,,,,,,,
116939,,,,,,,,,,,,,,,,,,,,,
2492,,,,,,,,,,,,,,,,,,,,,
2504,,,,,,,,,,,,,,,,,,,,,
4427,,,,,,,,,,,,,,,,,,,,,
4833,,,,,,,,,,,,,,,,,,,,,
27751,,,,,,,,,,,,,,,,,,,,,
53953,,,,,,,,,,,,,,,,,,,,,
62049,,,,,,,,,,,,,,,,,,,,,
68135,,,,,,,,,,,,,,,,,,,,,
74324,,,,,,,,,,,,,,,,,,,,,
97757,,,,,,,,,,,,,,,,,,,,,
27,,,,,,,,,,,,,,,,,,,,,
102,,,,,,,,,,,,,,,,,,,,,
754,,,,,,,,,,,,,,,,,,,,,
1099,,,,,,,,,,,,,,,,,,,,,
6535,,,,,,,,,,,,,,,,,,,,,
6663,,,,,,,,,,,,,,,,,,,,,
6794,,,,,,,,,,,,,,,,,,,,,
34332,,,,,,,,,,,,,,,,,,,,,
1537,,,,,,,,,,,,,,,,,,,,,
77658,,,,,,,,,,,,,,,,,,,,,
89904,,,,,,,,,,,,,,,,,,,,,
4290,,,,,,,,,,,,,,,,,,,,,
4394,,,,,,,,,,,,,,,,,,,,,
4532,,,,,,,,,,,,,,,,,,,,,
5360,,,,,,,,,,,,,,,,,,,,,
97895,,,,,,,,,,,,,,,,,,,,,
103801,,,,,,,,,,,,,,,,,,,,,
106540,,,,,,,,,,,,,,,,,,,,,
2262,,,,,,,,,,,,,,,,,,,,,
4686,,,,,,,,,,,,,,,,,,,,,
4784,,,,,,,,,,,,,,,,,,,,,
4834,,,,,,,,,,,,,,,,,,,,,
39414,,,,,,,,,,,,,,,,,,,,,
59945,,,,,,,,,,,,,,,,,,,,,
66915,,,,,,,,,,,,,,,,,,,,,
71102,,,,,,,,,,,,,,,,,,,,,
71460,,,,,,,,,,,,,,,,,,,,,
1665,,,,,,,,,,,,,,,,,,,,,
5944,,,,,,,,,,,,,,,,,,,,,
6170,,,,,,,,,,,,,,,,,,,,,
6195,,,,,,,,,,,,,,,,,,,,,
6269,,,,,,,,,,,,,,,,,,,,,
6561,,,,,,,,,,,,,,,,,,,,,
4755,,,,,,,,,,,,,,,,,,,,,
7316,,,,,,,,,,,,,,,,,,,,,
7380,,,,,,,,,,,,,,,,,,,,,
56152,,,,,,,,,,,,,,,,,,,,,
61071,,,,,,,,,,,,,,,,,,,,,
65193,,,,,,,,,,,,,,,,,,,,,
86377,,,,,,,,,,,,,,,,,,,,,
90061,,,,,,,,,,,,,,,,,,,,,
92535,,,,,,,,,,,,,,,,,,,,,
100034,,,,,,,,,,,,,,,,,,,,,
103539,,,,,,,,,,,,,,,,,,,,,
104069,,,,,,,,,,,,,,,,,,,,,
117444,,,,,,,,,,,,,,,,,,,,,
544,,,,,,,,,,,,,,,,,,,,,
809,,,,,,,,,,,,,,,,,,,,,
829,,,,,,,,,,,,,,,,,,,,,
1005,,,,,,,,,,,,,,,,,,,,,
1668,,,,,,,,,,,,,,,,,,,,,
1746,,,,,,,,,,,,,,,,,,,,,
2567,,,,,,,,,,,,,,,,,,,,,
3452,,,,,,,,,,,,,,,,,,,,,
3466,,,,,,,,,,,,,,,,,,,,,
3509,,,,,,,,,,,,,,,,,,,,,
3975,,,,,,,,,,,,,,,,,,,,,
4153,,,,,,,,,,,,,,,,,,,,,
4229,,,,,,,,,,,,,,,,,,,,,
4265,,,,,,,,,,,,,,,,,,,,,
4616,,,,,,,,,,,,,,,,,,,,,
4866,,,,,,,,,,,,,,,,,,,,,
5081,,,,,,,,,,,,,,,,,,,,,
5093,,,,,,,,,,,,,,,,,,,,,
6250,,,,,,,,,,,,,,,,,,,,,
6265,,,,,,,,,,,,,,,,,,,,,
6764,,,,,,,,,,,,,,,,,,,,,
7381,,,,,,,,,,,,,,,,,,,,,
7439,,,,,,,,,,,,,,,,,,,,,
7570,,,,,,,,,,,,,,,,,,,,,
8010,,,,,,,,,,,,,,,,,,,,,
8614,,,,,,,,,,,,,,,,,,,,,
8968,,,,,,,,,,,,,,,,,,,,,
27338,,,,,,,,,,,,,,,,,,,,,
6300,,,,,,,,,,,,,,,,,,,,,
8117,,,,,,,,,,,,,,,,,,,,,
47491,,,,,,,,,,,,,,,,,,,,,
760,,,,,,,,,,,,,,,,,,,,,
1498,,,,,,,,,,,,,,,,,,,,,
2562,,,,,,,,,,,,,,,,,,,,,
5099,,,,,,,,,,,,,,,,,,,,,
5605,,,,,,,,,,,,,,,,,,,,,
5841,,,,,,,,,,,,,,,,,,,,,
2401,,,,,,,,,,,,,,,,,,,,,
1572,,,,,,,,,,,,,,,,,,,,,
2363,,,,,,,,,,,,,,,,,,,,,
2810,,,,,,,,,,,,,,,,,,,,,
30745,,,,,,,,,,,,,,,,,,,,,
31364,,,,,,,,,,,,,,,,,,,,,
32078,,,,,,,,,,,,,,,,,,,,,
32840,,,,,,,,,,,,,,,,,,,,,
42632,,,,,,,,,,,,,,,,,,,,,
47937,,,,,,,,,,,,,,,,,,,,,
55684,,,,,,,,,,,,,,,,,,,,,
58376,,,,,,,,,,,,,,,,,,,,,
59814,,,,,,,,,,,,,,,,,,,,,
61160,,,,,,,,,,,,,,,,,,,,,
71304,,,,,,,,,,,,,,,,,,,,,
73808,,,,,,,,,,,,,,,,,,,,,
76091,,,,,,,,,,,,,,,,,,,,,
80350,,,,,,,,,,,,,,,,,,,,,
81417,,,,,,,,,,,,,,,,,,,,,
82242,,,,,,,,,,,,,,,,,,,,,
85179,,,,,,,,,,,,,,,,,,,,,
86320,,,,,,,,,,,,,,,,,,,,,
86345,,,,,,,,,,,,,,,,,,,,,
86892,,,,,,,,,,,,,,,,,,,,,
2643,,,,,,,,,,,,,,,,,,,,,
4327,,,,,,,,,,,,,,,,,,,,,
6786,,,,,,,,,,,,,,,,,,,,,
490,,,,,,,,,,,,,,,,,,,,,
2736,,,,,,,,,,,,,,,,,,,,,
3430,,,,,,,,,,,,,,,,,,,,,
3690,,,,,,,,,,,,,,,,,,,,,
66544,,,,,,,,,,,,,,,,,,,,,
74688,,,,,,,,,,,,,,,,,,,,,
82202,,,,,,,,,,,,,,,,,,,,,
91077,,,,,,,,,,,,,,,,,,,,,
92751,,,,,,,,,,,,,,,,,,,,,
104337,,,,,,,,,,,,,,,,,,,,,
104925,,,,,,,,,,,,,,,,,,,,,
26974,,,,,,,,,,,,,,,,,,,,,
470,,,,,,,,,,,,,,,,,,,,,
834,,,,,,,,,,,,,,,,,,,,,
1430,,,,,,,,,,,,,,,,,,,,,
1447,,,,,,,,,,,,,,,,,,,,,
1490,,,,,,,,,,,,,,,,,,,,,
1532,,,,,,,,,,,,,,,,,,,,,
1632,,,,,,,,,,,,,,,,,,,,,
1661,,,,,,,,,,,,,,,,,,,,,
1739,,,,,,,,,,,,,,,,,,,,,
1886,,,,,,,,,,,,,,,,,,,,,
2449,,,,,,,,,,,,,,,,,,,,,
2799,,,,,,,,,,,,,,,,,,,,,
2845,,,,,,,,,,,,,,,,,,,,,
2979,,,,,,,,,,,,,,,,,,,,,
3046,,,,,,,,,,,,,,,,,,,,,
3437,,,,,,,,,,,,,,,,,,,,,
3774,,,,,,,,,,,,,,,,,,,,,
3914,,,,,,,,,,,,,,,,,,,,,
3973,,,,,,,,,,,,,,,,,,,,,
4217,,,,,,,,,,,,,,,,,,,,,
4630,,,,,,,,,,,,,,,,,,,,,
4732,,,,,,,,,,,,,,,,,,,,,
4749,,,,,,,,,,,,,,,,,,,,,
4750,,,,,,,,,,,,,,,,,,,,,
4765,,,,,,,,,,,,,,,,,,,,,
4875,,,,,,,,,,,,,,,,,,,,,
4968,,,,,,,,,,,,,,,,,,,,,
5053,,,,,,,,,,,,,,,,,,,,,
5095,,,,,,,,,,,,,,,,,,,,,
5323,,,,,,,,,,,,,,,,,,,,,
5443,,,,,,,,,,,,,,,,,,,,,
5448,,,,,,,,,,,,,,,,,,,,,
5501,,,,,,,,,,,,,,,,,,,,,
5531,,,,,,,,,,,,,,,,,,,,,
5556,,,,,,,,,,,,,,,,,,,,,
5562,,,,,,,,,,,,,,,,,,,,,
5569,,,,,,,,,,,,,,,,,,,,,
5597,,,,,,,,,,,,,,,,,,,,,
5609,,,,,,,,,,,,,,,,,,,,,
5615,,,,,,,,,,,,,,,,,,,,,
5625,,,,,,,,,,,,,,,,,,,,,
5765,,,,,,,,,,,,,,,,,,,,,
5880,,,,,,,,,,,,,,,,,,,,,
5883,,,,,,,,,,,,,,,,,,,,,
5901,,,,,,,,,,,,,,,,,,,,,
6057,,,,,,,,,,,,,,,,,,,,,
6063,,,,,,,,,,,,,,,,,,,,,
6204,,,,,,,,,,,,,,,,,,,,,
6284,,,,,,,,,,,,,,,,,,,,,
6587,,,,,,,,,,,,,,,,,,,,,
6827,,,,,,,,,,,,,,,,,,,,,
6872,,,,,,,,,,,,,,,,,,,,,
6909,,,,,,,,,,,,,,,,,,,,,
7189,,,,,,,,,,,,,,,,,,,,,
7315,,,,,,,,,,,,,,,,,,,,,
7343,,,,,,,,,,,,,,,,,,,,,
7899,,,,,,,,,,,,,,,,,,,,,
8130,,,,,,,,,,,,,,,,,,,,,
8225,,,,,,,,,,,,,,,,,,,,,
8534,,,,,,,,,,,,,,,,,,,,,
8667,,,,,,,,,,,,,,,,,,,,,
8720,,,,,,,,,,,,,,,,,,,,,
8832,,,,,,,,,,,,,,,,,,,,,
8835,,,,,,,,,,,,,,,,,,,,,
8836,,,,,,,,,,,,,,,,,,,,,
8839,,,,,,,,,,,,,,,,,,,,,
8860,,,,,,,,,,,,,,,,,,,,,
8864,,,,,,,,,,,,,,,,,,,,,
8870,,,,,,,,,,,,,,,,,,,,,
8908,,,,,,,,,,,,,,,,,,,,,
8911,,,,,,,,,,,,,,,,,,,,,
8937,,,,,,,,,,,,,,,,,,,,,
9010,,,,,,,,,,,,,,,,,,,,,
9018,,,,,,,,,,,,,,,,,,,,,
27869,,,,,,,,,,,,,,,,,,,,,
31445,,,,,,,,,,,,,,,,,,,,,
31724,,,,,,,,,,,,,,,,,,,,,
3404,,,,,,,,,,,,,,,,,,,,,
6596,,,,,,,,,,,,,,,,,,,,,
6686,,,,,,,,,,,,,,,,,,,,,
259,,,,,,,,,,,,,,,,,,,,,
358,,,,,,,,,,,,,,,,,,,,,
384,,,,,,,,,,,,,,,,,,,,,
391,,,,,,,,,,,,,,,,,,,,,
505,,,,,,,,,,,,,,,,,,,,,
569,,,,,,,,,,,,,,,,,,,,,
639,,,,,,,,,,,,,,,,,,,,,
274,,,,,,,,,,,,,,,,,,,,,
8643,,,,,,,,,,,,,,,,,,,,,
8808,,,,,,,,,,,,,,,,,,,,,
8982,,,,,,,,,,,,,,,,,,,,,
26198,,,,,,,,,,,,,,,,,,,,,
36525,,,,,,,,,,,,,,,,,,,,,
42732,,,,,,,,,,,,,,,,,,,,,
54736,,,,,,,,,,,,,,,,,,,,,
61729,,,,,,,,,,,,,,,,,,,,,
64249,,,,,,,,,,,,,,,,,,,,,
1003,,,,,,,,,,,,,,,,,,,,,
1542,,,,,,,,,,,,,,,,,,,,,
199,,,,,,,,,,,,,,,,,,,,,
2077,,,,,,,,,,,,,,,,,,,,,
2084,,,,,,,,,,,,,,,,,,,,,
4459,,,,,,,,,,,,,,,,,,,,,
5460,,,,,,,,,,,,,,,,,,,,,
5839,,,,,,,,,,,,,,,,,,,,,
5840,,,,,,,,,,,,,,,,,,,,,
6006,,,,,,,,,,,,,,,,,,,,,
3054,,,,,,,,,,,,,,,,,,,,,
3997,,,,,,,,,,,,,,,,,,,,,
27689,,,,,,,,,,,,,,,,,,,,,
27815,,,,,,,,,,,,,,,,,,,,,
30816,,,,,,,,,,,,,,,,,,,,,
36401,,,,,,,,,,,,,,,,,,,,,
40597,,,,,,,,,,,,,,,,,,,,,
43419,,,,,,,,,,,,,,,,,,,,,
44849,,,,,,,,,,,,,,,,,,,,,
45880,,,,,,,,,,,,,,,,,,,,,
52579,,,,,,,,,,,,,,,,,,,,,
54999,,,,,,,,,,,,,,,,,,,,,
59333,,,,,,,,,,,,,,,,,,,,,
60397,,,,,,,,,,,,,,,,,,,,,
63276,,,,,,,,,,,,,,,,,,,,,
66317,,,,,,,,,,,,,,,,,,,,,
66808,,,,,,,,,,,,,,,,,,,,,
69275,,,,,,,,,,,,,,,,,,,,,
70183,,,,,,,,,,,,,,,,,,,,,
72737,,,,,,,,,,,,,,,,,,,,,
73319,,,,,,,,,,,,,,,,,,,,,
77201,,,,,,,,,,,,,,,,,,,,,
80864,,,,,,,,,,,,,,,,,,,,,
82167,,,,,,,,,,,,,,,,,,,,,
82463,,,,,,,,,,,,,,,,,,,,,
86835,,,,,,,,,,,,,,,,,,,,,
89102,,,,,,,,,,,,,,,,,,,,,
89761,,,,,,,,,,,,,,,,,,,,,
90405,,,,,,,,,,,,,,,,,,,,,
93805,,,,,,,,,,,,,,,,,,,,,
94480,,,,,,,,,,,,,,,,,,,,,
99320,,,,,,,,,,,,,,,,,,,,,
66,,,,,,,,,,,,,,,,,,,,,
200,,,,,,,,,,,,,,,,,,,,,
240,,,,,,,,,,,,,,,,,,,,,
422,,,,,,,,,,,,,,,,,,,,,
512,,,,,,,,,,,,,,,,,,,,,
600,,,,,,,,,,,,,,,,,,,,,
691,,,,,,,,,,,,,,,,,,,,,
798,,,,,,,,,,,,,,,,,,,,,
861,,,,,,,,,,,,,,,,,,,,,
882,,,,,,,,,,,,,,,,,,,,,
1055,,,,,,,,,,,,,,,,,,,,,
1647,,,,,,,,,,,,,,,,,,,,,
1750,,,,,,,,,,,,,,,,,,,,,
7158,,,,,,,,,,,,,,,,,,,,,
7386,,,,,,,,,,,,,,,,,,,,,
700,,,,,,,,,,,,,,,,,,,,,
13,,,,,,,,,,,,,,,,,,,,,
146,,,,,,,,,,,,,,,,,,,,,
195,,,,,,,,,,,,,,,,,,,,,
201,,,,,,,,,,,,,,,,,,,,,
243,,,,,,,,,,,,,,,,,,,,,
270,,,,,,,,,,,,,,,,,,,,,
271,,,,,,,,,,,,,,,,,,,,,
343,,,,,,,,,,,,,,,,,,,,,
687,,,,,,,,,,,,,,,,,,,,,
835,,,,,,,,,,,,,,,,,,,,,
3646,,,,,,,,,,,,,,,,,,,,,
418,,,,,,,,,,,,,,,,,,,,,
2128,,,,,,,,,,,,,,,,,,,,,
4366,,,,,,,,,,,,,,,,,,,,,
4655,,,,,,,,,,,,,,,,,,,,,
7002,,,,,,,,,,,,,,,,,,,,,
705,,,,,,,,,,,,,,,,,,,,,
4389,,,,,,,,,,,,,,,,,,,,,
5379,,,,,,,,,,,,,,,,,,,,,
6040,,,,,,,,,,,,,,,,,,,,,
6187,,,,,,,,,,,,,,,,,,,,,
6207,,,,,,,,,,,,,,,,,,,,,
6493,,,,,,,,,,,,,,,,,,,,,
6930,,,,,,,,,,,,,,,,,,,,,
7541,,,,,,,,,,,,,,,,,,,,,
7624,,,,,,,,,,,,,,,,,,,,,
8129,,,,,,,,,,,,,,,,,,,,,
8857,,,,,,,,,,,,,,,,,,,,,
26116,,,,,,,,,,,,,,,,,,,,,
26133,,,,,,,,,,,,,,,,,,,,,
26422,,,,,,,,,,,,,,,,,,,,,
27674,,,,,,,,,,,,,,,,,,,,,
31114,,,,,,,,,,,,,,,,,,,,,
33669,,,,,,,,,,,,,,,,,,,,,
34164,,,,,,,,,,,,,,,,,,,,,
34532,,,,,,,,,,,,,,,,,,,,,
40826,,,,,,,,,,,,,,,,,,,,,
43177,,,,,,,,,,,,,,,,,,,,,
44709,,,,,,,,,,,,,,,,,,,,,
49280,,,,,,,,,,,,,,,,,,,,,
51174,,,,,,,,,,,,,,,,,,,,,
54004,,,,,,,,,,,,,,,,,,,,,
56169,,,,,,,,,,,,,,,,,,,,,
59418,,,,,,,,,,,,,,,,,,,,,
61075,,,,,,,,,,,,,,,,,,,,,
61401,,,,,,,,,,,,,,,,,,,,,
62437,,,,,,,,,,,,,,,,,,,,,
63479,,,,,,,,,,,,,,,,,,,,,
867,,,,,,,,,,,,,,,,,,,,,
1024,,,,,,,,,,,,,,,,,,,,,
1623,,,,,,,,,,,,,,,,,,,,,
2147,,,,,,,,,,,,,,,,,,,,,
2392,,,,,,,,,,,,,,,,,,,,,
2676,,,,,,,,,,,,,,,,,,,,,
2771,,,,,,,,,,,,,,,,,,,,,
2772,,,,,,,,,,,,,,,,,,,,,
2882,,,,,,,,,,,,,,,,,,,,,
3001,,,,,,,,,,,,,,,,,,,,,
3177,,,,,,,,,,,,,,,,,,,,,
3238,,,,,,,,,,,,,,,,,,,,,
3326,,,,,,,,,,,,,,,,,,,,,
3765,,,,,,,,,,,,,,,,,,,,,
3766,,,,,,,,,,,,,,,,,,,,,
3771,,,,,,,,,,,,,,,,,,,,,
3807,,,,,,,,,,,,,,,,,,,,,
2310,,,,,,,,,,,,,,,,,,,,,
2434,,,,,,,,,,,,,,,,,,,,,
2607,,,,,,,,,,,,,,,,,,,,,
2629,,,,,,,,,,,,,,,,,,,,,
2630,,,,,,,,,,,,,,,,,,,,,
2975,,,,,,,,,,,,,,,,,,,,,
3117,,,,,,,,,,,,,,,,,,,,,
957,,,,,,,,,,,,,,,,,,,,,
722,,,,,,,,,,,,,,,,,,,,,
944,,,,,,,,,,,,,,,,,,,,,
960,,,,,,,,,,,,,,,,,,,,,
1583,,,,,,,,,,,,,,,,,,,,,
1938,,,,,,,,,,,,,,,,,,,,,
